	positive_in_degree	positive_out_degree	negative_in_degree	negative_out_degree
37206	0	0	1	0
37208	5	1	1	0
17635	2	0	0	0
22016	5	2	0	0
35016	1	5	0	2
39169	3	0	0	0
41556	1	0	0	0
41557	4	0	1	0
41558	1	0	0	0
41561	1	0	1	0
41564	1	0	0	0
41566	2	3	0	0
41567	1	2	0	0
41569	1	0	0	0
41572	1	0	0	0
41575	3	6	1	0
61535	1	0	0	0
46329	1	0	1	0
61536	1	0	0	0
61537	2	1	0	0
16123	1	0	0	0
61538	1	1	0	0
44713	1	9	0	0
57939	1	0	0	0
61539	2	5	0	0
61540	2	0	0	0
61541	1	0	0	0
32479	1	0	2	0
32480	2	0	1	0
32481	1	0	0	0
49800	1	1	0	0
49801	2	4	0	3
49802	1	3	0	0
49803	1	0	1	0
49804	1	0	0	0
43408	1	0	0	0
43413	0	0	1	0
43414	0	0	1	0
61544	3	0	0	0
33551	0	4	1	2
59014	5	0	0	0
61545	3	0	0	0
61546	0	0	1	0
61547	0	38	1	0
57784	1	0	1	0
16864	1	0	1	0
33107	0	1	1	0
45211	3	5	2	0
51193	2	0	1	0
55439	1	1	1	0
61548	0	0	1	0
61549	0	0	1	0
61550	0	0	1	0
61551	1	0	1	0
61552	0	0	1	0
61553	0	0	1	0
61554	0	0	1	1
61555	0	0	1	0
61556	0	0	2	0
61557	0	0	2	0
61558	0	0	1	0
61559	0	0	1	0
61560	0	0	1	0
61561	0	3	1	0
61562	0	0	1	0
61563	0	0	1	0
61564	0	0	1	0
61565	0	0	1	0
61566	0	0	1	0
61567	1	1	1	1
61568	0	0	1	0
61569	0	0	2	0
61570	0	0	1	0
61571	0	0	1	0
61572	1	0	1	0
61573	0	0	1	0
61574	0	0	1	0
61575	1	2	1	0
61576	0	0	1	0
61577	0	0	1	0
61578	3	0	0	0
61579	0	0	1	1
61580	1	5	1	1
16177	0	1	0	0
61584	1	11	0	7
22931	2	2	0	0
22933	2	0	0	0
22934	1	0	0	0
22936	2	0	0	0
22937	1	0	0	0
16191	0	12	0	0
16192	0	1	0	0
16193	0	14	0	5
16194	1	0	0	0
16198	0	13	0	1
16201	2	1	0	0
44171	1	1	1	0
55224	3	0	0	0
61585	1	2	1	0
16205	1	0	0	0
16206	2	1	0	0
16207	1	0	0	0
61441	1	1	1	0
61586	2	0	0	0
19856	2	20	0	0
20629	4	1	0	1
60496	2	0	0	0
60600	1	1	0	0
60601	1	21	0	0
60602	1	1	0	0
60603	1	0	1	0
60604	1	0	0	0
61587	1	1	0	0
22140	3	3	0	2
61588	1	3	0	1
33454	1	2	0	5
33455	1	0	0	0
33456	1	0	0	0
30499	1	1	1	2
59910	1	0	0	0
59911	1	0	1	0
59912	0	0	1	0
59913	0	0	1	0
23311	2	0	1	0
57785	2	16	0	3
57786	3	2	0	0
57787	3	2	0	0
57788	1	5	0	0
57790	1	0	0	1
57791	1	0	0	0
55155	1	1	0	0
61589	1	0	0	0
28964	1	0	0	0
28967	2	0	0	0
28971	3	0	1	0
28972	3	1	0	0
16237	0	8	0	1
16239	0	1	0	0
16241	1	0	1	0
31597	3	22	1	9
16753	2	0	0	0
61591	1	0	0	0
59295	3	2	0	0
61592	1	4	0	1
61593	1	0	0	0
55820	1	0	0	0
61594	2	3	0	0
61595	2	4	0	0
61596	2	0	0	0
61597	2	0	0	0
16263	2	0	0	2
61598	1	0	0	0
23557	1	0	0	0
23559	2	0	0	0
35687	2	2	0	0
54138	3	12	1	4
60128	2	0	1	0
60129	1	0	0	0
60130	2	0	0	0
29743	1	0	0	1
29749	8	0	0	0
29750	1	4	0	0
29753	6	0	2	1
29755	3	4	0	1
29757	1	0	0	0
29760	1	0	0	0
29761	1	59	0	0
29766	1	0	0	0
29769	1	1	1	0
29770	0	0	1	0
29774	2	0	1	9
29776	0	0	1	0
29777	0	0	2	0
19519	2	0	0	0
19522	0	1	1	0
19527	0	0	1	0
19528	0	0	1	0
19530	1	0	1	0
16276	3	0	0	0
16277	1	1	0	0
16278	2	0	0	0
16279	1	0	0	0
16282	1	0	0	0
16284	1	0	0	0
16286	1	0	0	0
16288	1	0	0	0
61609	1	0	0	0
29133	1	0	0	0
29134	1	0	0	0
29138	1	0	0	0
29141	0	0	1	0
46336	1	1	0	0
46337	1	0	0	0
59434	4	0	0	0
61610	2	0	0	0
61611	1	0	0	0
61612	1	1	0	0
61613	0	0	1	0
61614	4	12	0	0
39198	2	0	0	0
48111	1	0	0	0
48112	0	0	1	0
48113	0	11	1	2
48114	1	0	1	0
48115	0	0	1	0
48116	0	0	1	0
29513	1	1	0	0
61615	1	0	0	0
61616	1	0	0	0
61617	1	0	0	0
61618	1	0	0	0
48100	1	0	0	0
48101	2	0	0	0
61619	1	0	0	0
61620	1	0	0	0
16325	0	1	0	0
33745	2	0	1	0
44965	2	0	0	0
61621	3	0	0	0
61622	2	3	0	1
17329	1	11	0	0
25680	1	0	0	0
25681	1	2	0	0
25682	2	3	0	0
25685	1	1	0	0
25688	1	0	0	0
25691	2	0	0	0
25693	1	2	0	0
25694	1	1	0	0
25695	4	7	0	0
16339	1	1	0	0
16341	4	0	0	0
24792	4	0	0	0
61623	2	9	0	3
61624	0	0	1	0
60623	2	0	0	0
61625	1	1	0	0
16345	1	6	0	1
16346	1	0	0	0
16347	1	8	0	0
54559	1	0	1	0
61626	1	1	0	0
61627	1	0	0	0
61640	1	0	0	0
54359	1	2	0	0
54360	2	0	0	0
54361	1	0	0	0
54493	2	0	0	0
61641	1	0	0	0
61642	1	0	0	0
61643	1	0	0	0
16936	2	0	2	0
54768	1	0	0	0
54769	1	0	0	0
54771	1	0	0	0
54772	1	0	0	0
54773	1	0	0	0
54774	2	3	0	0
54775	1	1	0	0
54776	1	0	0	0
54777	1	0	0	1
35831	1	0	1	0
35877	4	0	0	0
48136	2	0	0	0
56237	1	0	0	0
56238	1	0	0	0
56239	2	0	0	0
56240	1	0	0	0
56241	1	0	0	0
56242	1	0	0	0
56243	1	0	0	0
56244	1	0	0	0
56245	1	1	0	1
61644	1	0	0	0
43989	1	0	0	0
59964	2	0	0	0
61648	1	2	1	0
57964	4	0	0	0
20378	3	1	0	0
39032	1	7	0	1
39033	2	1	1	0
39034	1	9	0	0
21917	10	1	0	0
25312	3	5	0	0
58261	1	0	1	0
19919	2	0	2	0
54568	1	0	0	0
54570	0	0	1	0
61654	1	1	0	0
24299	0	0	1	0
28092	1	0	0	0
27922	5	6	1	1
42096	1	0	0	0
42097	1	10	1	0
16382	3	6	3	0
16383	3	0	0	0
16385	3	0	0	0
16386	2	4	0	0
61657	1	0	0	0
61658	2	0	0	1
27327	1	2	0	0
27328	2	0	0	0
48190	2	0	0	0
61659	0	1	1	1
26417	2	1	0	0
22185	3	0	0	0
27827	3	0	0	0
27828	1	0	0	0
27829	1	0	0	0
27834	1	0	0	0
27835	1	4	0	0
27837	2	6	1	1
61660	1	0	0	0
61661	1	1	0	0
52571	3	0	0	0
52572	3	5	0	0
52573	6	0	0	0
42436	5	0	0	0
41654	2	0	1	0
60724	2	4	0	0
60725	1	0	0	0
60726	1	8	0	0
60727	1	0	0	0
60728	1	0	0	0
60729	1	1	0	0
60730	1	0	0	0
44714	4	0	0	0
58063	1	1	0	0
58064	2	0	0	0
58065	1	1	0	0
58066	1	3	0	3
16432	1	0	1	0
16434	0	1	1	0
32499	3	1	0	0
56854	3	0	0	0
58010	2	0	0	0
27964	2	0	0	0
38884	1	0	0	0
38886	2	0	0	0
61699	1	0	0	0
61700	1	0	0	0
16438	0	1	0	0
61702	3	0	0	0
61703	2	5	0	0
61704	3	4	0	0
61705	1	0	0	0
61706	1	1	0	0
61707	1	0	0	0
61708	2	0	0	0
61709	0	0	1	0
22192	1	1	0	3
22193	4	0	0	0
16700	3	0	0	0
61710	2	3	0	0
61711	1	0	0	0
61712	1	33	0	0
61713	1	0	0	0
61714	1	0	0	0
16469	0	4	0	0
16470	0	3	0	0
16471	1	2	0	0
61715	5	10	0	1
16474	1	7	0	18
16477	0	1	1	0
61716	3	0	0	0
61717	1	2	0	0
61718	0	0	3	3
37345	2	0	0	0
37906	3	0	2	0
58414	3	0	0	0
58415	1	0	0	1
58416	1	0	0	0
58417	1	0	0	0
58418	1	0	0	0
58419	1	0	0	0
58420	1	0	0	0
58421	1	1	0	0
58422	1	0	0	0
58424	1	0	0	0
58425	1	0	0	0
58426	1	1	0	0
58427	1	0	0	0
58428	1	0	0	0
58429	1	0	0	0
58430	1	0	0	0
58431	1	0	0	0
25201	2	1	0	0
43680	1	0	1	0
43789	0	8	2	1
61719	1	2	0	0
61720	1	0	0	0
61721	1	2	0	0
61722	0	8	1	0
61723	0	0	1	0
61724	0	0	1	0
61725	1	0	0	0
57602	2	0	0	0
61726	1	0	0	0
61439	3	0	0	0
54837	3	0	0	0
16512	0	14	0	0
16514	0	1	1	0
16516	3	3	0	0
16519	4	3	0	0
21355	4	5	0	2
50199	2	0	0	0
22601	3	0	0	0
44260	1	0	0	0
61729	2	1	0	0
16522	0	3	0	0
16528	2	4	1	0
16529	0	0	1	0
16530	1	0	1	0
61735	2	0	0	0
16532	0	1	0	0
37584	2	0	0	0
42076	2	3	0	0
50832	4	0	0	0
61736	2	0	0	0
61737	1	0	0	0
61738	1	0	0	0
61739	1	0	0	0
61740	1	0	0	0
61741	1	1	0	0
61742	1	1	0	0
61743	1	0	0	0
61744	1	0	0	0
61745	2	0	0	0
34382	2	0	0	0
36900	1	0	0	0
61746	2	0	0	0
16551	4	0	0	0
33870	0	0	1	0
33871	0	0	1	0
33873	0	0	1	0
61747	2	2	0	0
16573	2	0	0	0
16575	1	0	0	0
16576	1	1	0	0
16580	1	0	0	0
16583	1	0	0	0
16587	1	0	2	0
56766	1	0	0	0
61748	1	0	0	0
61749	1	1	0	0
23929	2	18	0	0
30184	2	31	1	5
56451	1	6	0	0
61750	3	7	1	0
61751	1	1	0	0
61752	2	0	1	0
61753	2	8	0	0
61754	1	18	0	0
61755	1	21	0	7
61756	1	1	0	0
61757	1	19	0	6
50669	2	1	1	2
50670	2	0	0	0
50671	1	0	0	0
50672	1	0	0	0
50673	2	0	0	0
50674	1	14	0	2
50675	2	4	0	12
50677	1	1	0	0
50678	1	2	0	0
50679	2	0	0	0
50680	1	0	0	0
50681	1	0	0	0
50683	1	0	1	0
50684	0	0	1	0
50687	0	3	2	0
38023	2	4	0	0
43770	2	0	0	0
61758	1	0	0	0
61759	1	11	0	0
61760	1	0	0	0
61761	1	0	0	1
61762	1	0	0	0
61763	0	0	1	0
61764	0	0	1	0
16589	1	0	0	0
16593	2	0	1	0
16594	1	0	0	0
16595	1	0	0	0
16598	1	0	0	0
16601	4	0	0	0
61765	2	2	0	1
61766	1	1	0	0
22963	2	12	0	1
58245	0	2	1	0
61767	1	0	2	2
61768	1	1	2	0
61769	0	0	1	0
61770	0	0	1	0
16604	1	0	0	0
16605	0	5	0	0
61771	1	0	0	0
16608	0	4	0	0
18426	2	28	1	0
54268	2	0	0	0
37977	2	7	0	0
50193	1	0	0	0
50196	0	0	1	0
20725	1	0	0	0
20726	1	0	0	0
51980	1	19	0	0
60373	2	18	0	0
16638	0	10	0	0
16639	1	0	0	0
55510	2	3	1	2
61773	2	0	1	0
61774	1	0	0	0
22962	1	19	3	0
35781	1	0	1	0
50666	1	0	6	0
61775	0	0	1	0
61776	0	0	1	0
61777	0	0	2	0
61778	0	0	1	0
61779	1	0	2	0
61780	0	1	1	0
61781	0	2	1	0
61782	0	0	1	0
61783	0	0	1	0
20976	1	2	0	0
20977	1	1	0	0
20982	2	0	0	0
61784	0	0	1	0
54169	2	0	0	0
55503	1	0	0	0
55504	2	3	0	3
58839	2	0	0	0
59820	1	0	0	0
59821	2	0	0	0
59822	1	0	0	0
59823	2	0	0	0
59824	2	1	0	3
59825	1	0	0	0
59826	1	0	0	0
59827	1	0	1	0
59828	0	0	1	0
36403	2	17	1	11
61786	1	0	0	0
61787	2	11	0	1
61788	1	2	0	0
19470	1	1	0	0
55906	1	3	1	0
61789	1	0	0	0
46988	1	1	0	0
46990	2	0	0	0
61790	5	2	0	2
44514	1	0	0	0
44515	1	0	0	0
44516	1	0	0	0
44518	1	0	0	0
44519	0	1	2	0
46093	0	0	1	0
16695	0	1	0	0
16697	0	1	0	0
16699	1	0	0	0
16705	1	0	0	0
16708	2	0	0	0
16710	1	9	0	0
16711	1	3	0	1
16714	3	0	0	0
16715	0	0	1	0
16716	0	0	1	0
44188	4	0	0	0
61793	2	0	0	0
33074	2	0	3	0
54665	1	0	0	0
54666	1	0	0	0
54667	1	1	0	0
54668	1	13	0	17
54669	1	0	0	0
54670	2	0	0	0
54671	1	0	0	0
54672	1	0	0	0
54673	1	1	0	0
54674	1	0	0	0
54675	1	0	0	0
54676	2	0	0	0
54677	1	0	0	0
54679	1	0	0	0
54680	2	1	0	0
54681	1	0	0	0
54682	1	0	1	0
40276	1	0	0	0
61794	2	0	0	0
27575	1	0	2	0
27823	0	7	2	0
29320	0	0	8	0
29617	0	0	2	0
30465	1	0	1	0
31113	0	1	4	1
33265	1	0	1	1
33738	4	0	0	0
34102	0	11	1	0
34784	1	0	1	0
35173	1	0	1	0
37978	1	0	1	0
46227	0	0	3	0
61795	0	0	1	0
61796	0	0	1	1
61797	0	0	1	0
61798	0	0	1	0
61799	0	0	1	0
61800	0	0	1	0
61801	0	0	1	0
61802	0	0	1	0
61803	0	0	1	0
61804	0	0	1	0
61805	0	0	1	0
61806	0	0	1	0
61807	0	0	1	0
61808	0	0	1	0
61809	0	0	1	1
61810	0	0	1	0
61811	1	0	1	0
61812	0	0	1	0
61813	0	0	1	0
61814	0	0	1	0
61815	0	1	2	0
61816	0	0	3	0
61817	0	0	1	0
61818	0	0	1	0
61819	0	0	1	0
61820	0	3	1	0
61822	1	0	0	0
61823	4	4	1	0
54608	1	1	0	0
54609	1	0	0	0
54610	0	0	4	0
54611	0	0	1	0
61824	1	0	0	0
61825	1	0	0	0
20299	1	0	1	0
44981	1	2	1	0
46003	1	1	1	0
55106	0	4	1	1
55327	0	1	1	0
55328	0	0	2	0
55329	0	0	1	0
55330	0	0	1	0
55331	0	0	1	0
55332	0	0	1	0
55333	0	0	1	0
55334	0	0	2	1
55335	0	0	1	0
55336	0	0	1	0
55337	0	0	1	0
55338	0	0	1	0
55339	0	0	1	0
55340	0	0	1	1
55341	0	0	1	0
55342	0	0	1	0
55343	1	5	1	0
55344	0	0	1	0
55345	0	0	1	0
55346	1	0	1	1
55347	0	0	1	0
55349	1	0	1	0
55350	2	3	2	0
55351	5	5	1	0
55352	0	0	1	0
55353	2	0	1	0
34026	1	0	1	0
61843	0	0	1	0
61844	0	0	1	0
61845	0	1	1	5
61846	1	6	4	1
61847	0	0	1	0
61848	0	0	2	0
61849	0	0	1	0
19159	2	0	0	0
25152	2	0	1	0
29847	1	0	0	0
29848	1	0	0	0
29853	1	0	0	0
29857	2	0	0	0
29859	2	17	0	1
29861	0	0	4	0
29863	0	0	1	0
29864	0	0	1	0
29868	0	0	1	0
29869	2	0	1	0
29871	0	0	1	0
29872	0	0	1	0
29873	1	1	1	0
29874	0	0	1	0
29875	1	0	2	0
29876	0	0	1	0
29877	0	0	1	0
29880	0	0	1	0
29881	0	6	1	1
29883	0	0	1	0
29884	2	1	1	0
29886	0	0	1	0
29888	0	0	1	0
16739	0	3	0	0
16740	0	5	0	0
16742	0	8	0	0
16745	2	4	0	0
16746	1	1	0	0
16747	0	3	0	0
16748	0	11	0	0
25731	1	2	0	0
25733	3	4	0	0
25736	1	0	0	0
25737	1	2	0	0
25740	4	0	0	0
25742	0	14	1	8
16754	1	2	0	0
43841	2	0	0	0
61851	1	0	0	0
61852	1	0	0	0
61853	2	0	0	0
61854	1	0	0	0
61855	1	0	0	0
61856	1	0	0	0
61857	2	2	0	0
61858	1	0	0	0
61859	1	0	0	0
61860	1	0	0	0
61861	1	0	0	0
61862	0	0	1	0
16758	1	0	0	0
16759	3	49	0	0
17302	1	0	1	0
24751	1	13	0	0
45691	3	2	2	0
54908	0	6	2	0
55477	1	0	1	0
56949	1	0	0	0
56950	1	0	0	0
56951	1	4	0	1
56952	1	0	1	0
56953	2	0	0	0
56954	1	0	0	1
56955	2	0	0	0
56956	0	0	2	0
56957	0	0	1	0
56958	0	0	1	0
56961	0	0	1	0
56962	0	0	1	0
56963	2	4	2	3
56964	0	0	1	0
56965	0	0	1	0
56967	0	0	1	0
24883	2	0	1	0
33475	1	0	0	0
30342	1	16	1	40
46157	0	12	1	1
16763	0	2	0	0
61870	1	0	0	0
61871	1	0	0	0
29659	3	0	0	0
61872	1	24	0	0
36824	4	0	0	0
36825	2	0	1	0
61873	1	0	0	0
18534	2	0	0	0
41812	1	0	1	0
56775	1	0	0	0
56776	2	0	0	0
56777	1	2	0	0
56779	0	0	1	0
56780	0	0	1	0
56781	0	2	1	2
56782	0	0	1	0
56783	1	0	1	0
23203	6	0	0	0
38666	1	0	0	0
38668	0	2	1	0
38669	0	0	1	0
38670	0	0	1	0
42485	1	0	0	0
16781	0	5	0	0
16782	2	15	0	1
54045	2	1	1	0
60377	2	0	0	0
61874	2	0	0	0
19927	1	0	0	0
19929	1	0	0	0
19934	2	0	0	0
35561	3	10	1	1
35618	3	0	0	0
35914	0	0	3	0
38419	1	0	0	0
38424	1	0	0	0
38425	2	0	0	0
38426	1	4	0	0
38427	2	2	0	0
38432	1	0	1	0
61875	1	0	0	0
16801	2	0	0	0
16802	1	1	0	0
16804	1	1	0	0
61876	1	0	0	0
61878	2	0	0	0
61879	3	0	0	0
18770	1	2	1	0
36450	2	2	1	0
45203	1	12	1	0
55455	0	0	2	0
59916	1	2	1	0
61880	0	0	1	0
61881	0	0	1	0
61882	0	1	1	0
61883	0	0	1	0
61884	0	0	1	0
61885	0	0	1	0
61886	0	0	1	0
61887	0	0	1	0
61888	0	0	2	0
61889	0	0	1	0
61890	0	0	1	0
61891	0	2	1	0
61892	0	2	1	0
61893	0	0	1	0
61894	1	0	1	0
37973	5	0	0	0
61895	1	0	0	0
61896	1	0	0	0
61897	2	2	0	0
61898	1	0	0	0
61899	1	1	0	0
61900	1	0	0	0
61901	2	1	0	0
40617	1	0	0	0
61902	2	0	0	0
29365	3	0	0	0
44858	1	5	0	0
55436	1	1	0	0
55437	2	0	0	0
55438	4	5	0	0
59354	2	7	0	0
61903	1	0	0	0
61904	1	0	0	2
48844	2	0	1	0
58460	2	7	0	3
59362	1	0	0	0
59363	2	0	0	0
59364	1	0	0	0
59365	2	1	0	0
59366	1	0	0	0
59367	1	26	0	1
45756	1	0	1	0
60497	0	6	1	0
61905	2	7	0	1
61906	0	0	1	0
34465	7	29	0	0
39193	2	0	2	0
44120	1	3	0	0
44122	0	0	1	0
33744	2	0	0	0
56591	1	0	0	0
56592	1	0	0	0
56593	0	0	1	0
16848	0	12	0	2
16851	0	0	1	1
16856	1	0	0	1
16866	1	0	0	0
16868	1	0	0	0
16872	1	0	0	0
16873	1	0	0	0
16875	3	1	0	0
16882	0	0	1	0
16886	0	0	1	0
16888	0	0	1	0
16889	0	1	1	0
16890	0	0	1	0
16893	0	0	1	0
16894	0	0	1	0
16896	0	0	3	0
16898	0	0	1	0
16900	0	1	1	0
16902	0	0	1	0
16907	1	0	1	0
16910	0	0	1	0
16911	0	0	1	0
16915	1	0	2	0
16916	0	1	2	2
16919	0	1	2	0
16921	4	0	2	0
16922	1	0	1	0
16928	0	0	1	0
16929	0	0	1	0
16931	0	8	2	0
16935	0	0	1	0
16940	0	0	1	0
16941	0	0	1	0
16942	0	0	1	0
16944	0	0	1	0
43795	2	6	0	0
61907	5	1	0	0
61908	0	0	1	0
61909	0	0	1	0
61910	0	0	1	0
61911	1	1	0	0
61912	1	4	0	0
61913	0	0	1	0
61914	3	2	0	0
61915	2	3	0	0
61916	1	1	0	0
61917	1	0	0	0
61918	1	1	0	0
61919	1	0	0	0
33464	1	0	0	0
33465	1	8	1	4
33466	3	0	0	0
43670	3	0	0	0
57962	2	0	0	0
60314	2	1	0	0
60315	1	1	0	0
60316	0	0	1	0
61922	1	0	0	0
61923	0	0	1	0
61924	1	0	1	0
61925	1	1	0	0
61926	1	0	0	0
37321	3	0	0	1
61927	2	0	0	0
61928	1	1	0	0
61929	1	0	0	0
61930	0	1	1	0
61931	0	0	1	0
61932	1	0	0	0
61933	2	1	0	0
61934	1	0	0	0
61935	2	6	0	0
16951	1	0	0	0
61936	0	0	1	0
16954	1	8	0	0
61937	1	0	0	0
16958	1	0	0	0
16959	1	0	0	0
61938	1	0	2	2
24982	4	0	0	0
61939	1	1	0	0
61940	1	0	0	0
61941	0	0	1	0
16963	0	5	0	1
61942	1	1	0	0
61943	1	0	0	0
53428	3	6	1	2
61944	3	0	0	0
61945	3	0	0	0
61946	3	0	0	0
61947	3	6	0	2
61948	1	0	0	1
61949	1	0	0	0
61950	1	1	0	0
16988	6	0	0	0
16994	3	0	0	0
16996	0	1	0	0
16998	1	3	0	1
16999	1	0	0	0
17001	3	0	0	1
17005	1	0	0	0
17009	3	0	0	0
17012	3	7	0	0
17015	0	0	1	0
49416	3	0	0	0
61951	1	0	0	0
61952	2	0	0	0
59430	5	0	0	0
61953	1	1	0	0
61954	1	0	0	0
61955	1	0	1	0
61956	1	0	0	0
17016	1	7	0	0
61957	1	2	0	1
61958	1	0	0	0
17019	0	1	0	0
61959	2	4	0	0
46141	2	0	0	0
46142	1	0	0	0
46143	2	0	0	0
61960	2	0	0	0
61961	0	6	1	0
61962	1	0	0	0
61963	2	0	0	0
61964	1	3	0	0
61965	1	0	0	0
24275	1	6	1	3
24276	2	9	0	0
24278	2	1	0	1
24283	3	0	0	0
24284	1	0	0	0
55586	1	0	0	0
58253	0	0	2	0
59584	1	4	1	0
61966	1	1	0	1
61967	2	0	1	0
61968	0	0	1	0
61969	1	1	1	9
61970	1	0	2	0
61971	1	0	0	0
61972	1	0	0	0
29216	1	4	0	0
18816	2	7	0	1
22363	2	0	0	0
22886	3	0	0	0
29204	4	0	1	0
37484	2	0	0	0
44493	3	3	0	0
52055	1	0	0	0
52056	1	0	0	0
52057	1	0	0	0
52058	1	6	0	0
52059	1	4	0	0
52060	5	5	0	1
52062	2	0	0	0
52063	1	0	0	0
52065	1	1	0	0
43906	1	0	0	0
43909	1	0	0	0
43910	2	1	0	1
43911	2	0	0	0
43912	1	0	0	0
43913	1	0	0	0
43915	1	0	0	0
43916	1	0	0	0
43917	1	0	0	0
43918	0	0	2	1
43919	1	0	2	0
43920	0	0	1	0
43921	1	0	1	0
61973	1	1	0	0
61974	0	0	1	1
22966	3	6	0	0
37255	1	0	0	0
37258	2	0	1	0
61975	1	0	0	0
61976	1	0	0	0
53536	5	3	0	0
53537	1	1	0	0
53538	1	2	0	0
53539	1	0	0	0
53540	1	0	1	0
53541	1	7	0	0
53542	1	5	0	1
53543	3	0	0	0
51763	1	0	0	0
51764	1	0	0	1
51766	1	7	0	7
61977	0	0	1	0
61978	1	9	0	1
20730	2	6	0	0
61979	1	1	0	0
61980	1	1	0	0
61981	1	0	0	0
61982	2	0	0	0
61983	2	1	0	1
61984	1	0	0	0
19945	2	0	0	0
20845	2	20	0	0
20847	0	0	1	0
20852	0	0	1	0
61987	1	0	0	0
30006	3	0	0	0
59381	1	0	0	0
59382	3	7	0	4
59383	1	0	0	0
59384	0	0	1	0
25166	1	0	0	0
59550	1	4	0	0
59551	1	0	0	0
59552	1	0	0	0
61988	0	0	1	0
61989	0	0	1	0
61990	0	0	1	0
61991	0	2	1	4
61992	0	0	1	0
17122	4	7	0	0
17123	1	0	0	0
43926	1	0	0	0
43927	2	1	0	0
17127	1	3	0	0
17128	1	1	0	0
23299	1	0	0	0
23301	1	0	0	0
23305	1	0	0	0
23964	1	1	0	0
23965	1	1	0	0
25199	1	1	3	0
37577	3	0	0	0
40360	4	11	0	0
50659	3	0	0	0
50660	2	0	0	0
50661	2	14	0	3
50662	2	0	0	0
50663	0	0	2	1
50664	0	4	3	0
50665	0	0	2	0
50667	0	0	2	0
61994	2	0	0	0
53439	6	0	0	0
61995	1	0	0	0
61996	2	0	0	0
61997	1	0	0	0
61998	1	3	0	0
61999	1	2	0	0
17149	1	0	0	0
22954	1	0	0	0
22955	1	2	0	0
17151	0	12	0	3
17152	4	0	0	0
17154	2	0	0	0
17156	0	4	0	0
17161	0	1	0	0
17163	1	0	0	0
17165	1	1	0	0
55078	1	12	0	0
55245	1	1	0	0
62000	1	0	0	0
62001	2	0	0	0
62002	1	0	0	0
62003	2	3	0	0
62004	1	0	0	0
62005	1	0	0	0
62006	1	0	0	0
24557	3	0	0	0
47583	1	3	0	1
47584	1	0	0	0
47585	1	0	0	2
47587	1	0	0	0
47588	1	2	0	2
47590	1	0	0	0
62011	2	0	0	0
30386	4	15	0	1
62012	1	0	0	0
62013	1	3	0	0
62014	2	3	0	1
62015	1	0	0	0
60348	3	0	0	0
62016	2	0	0	0
44572	1	0	0	0
44573	1	0	0	0
44574	2	4	1	0
17199	0	1	0	1
17203	1	0	0	0
48083	2	0	1	0
52046	1	0	0	0
52047	2	8	0	0
52048	1	4	0	0
52049	1	0	0	0
52050	0	0	1	0
52051	0	0	1	0
62022	1	0	0	0
19250	4	2	0	3
29782	3	2	0	0
29784	1	0	1	0
29785	1	0	0	0
29787	1	0	0	0
29789	1	0	0	0
29792	1	0	0	0
29794	1	0	0	0
29795	1	0	0	0
29798	1	0	1	0
29802	1	1	0	0
22168	2	0	1	0
27385	3	0	1	0
35565	0	5	1	0
54852	1	2	1	0
60854	0	0	1	0
60855	0	0	1	0
60856	0	0	2	0
60857	3	2	1	0
60858	0	0	1	0
60859	0	0	1	0
60860	1	0	1	0
60861	0	8	1	6
60862	0	0	1	0
60863	0	1	1	0
60864	0	1	1	0
60865	0	0	1	0
60866	0	0	1	0
60867	0	0	1	0
60868	0	0	1	0
60869	0	0	1	0
60870	0	0	1	0
60871	0	0	1	0
59553	1	0	0	0
22481	1	12	0	0
32578	4	0	0	0
32580	1	1	1	0
26443	3	5	1	1
62023	2	3	0	0
62024	1	1	0	0
62025	1	0	0	0
24555	2	11	0	0
24556	3	3	0	0
33545	6	3	0	1
36467	1	0	0	0
36468	1	5	0	2
36469	1	0	0	0
36470	1	0	0	0
36472	2	0	1	0
36473	1	0	0	2
36474	2	3	0	2
36475	2	0	0	0
36476	1	0	0	0
36477	3	0	1	0
36478	2	0	0	0
36479	2	0	0	0
36480	1	0	0	0
27306	1	3	1	1
62026	1	0	0	0
62027	0	0	1	1
62028	0	1	1	0
32521	2	0	0	0
62029	1	0	0	0
62030	1	0	0	0
62031	3	0	0	0
62032	1	0	0	0
62033	1	2	0	0
62034	2	0	0	0
62035	1	3	2	0
62036	2	0	0	0
62037	1	0	0	1
62038	3	0	0	0
62039	1	0	1	0
62040	0	0	1	0
62041	0	0	1	0
62042	1	0	0	0
62043	2	6	1	0
62044	0	0	1	0
17244	2	6	0	10
17245	2	2	0	0
17246	1	1	1	0
62068	1	2	0	0
44217	1	1	0	0
55055	1	1	0	0
55056	1	1	0	0
17255	0	2	0	0
17256	1	30	0	0
62076	1	0	0	0
62077	2	0	0	0
62078	1	0	0	0
62079	2	1	0	0
62080	3	3	0	0
54100	2	0	0	0
62081	1	0	0	0
62082	1	8	0	0
17263	1	1	0	0
17264	1	0	0	0
17265	1	1	0	0
17267	0	7	0	0
17271	1	2	0	0
17272	1	0	0	0
18989	2	0	0	0
41351	1	24	0	0
57938	1	0	0	0
17276	1	3	0	1
17277	1	3	0	2
62084	1	7	0	1
62085	0	0	1	0
17281	0	7	0	0
17283	2	0	0	0
17290	1	0	0	0
17293	1	0	0	0
17296	1	0	0	0
17298	1	1	0	0
17301	1	0	2	0
17307	2	4	1	0
39116	3	4	0	0
62098	1	2	0	0
